Name,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,June-September,Oct-Dec,Latitude,Longitude
ROW19,Andaman & Nicobar Islands,1920,122.3,7.4,3.1,13.0,237.4,546.9,294.4,467.4,505.4,397.5,262.9,85.5,2943.200000000001,129.7,253.5,1814.1,745.9,12.61124,92.83165
ROW20,Andaman & Nicobar Islands,1921,13.2,3.1,0.0,37.5,351.2,282.7,487.1,330.0,581.2,360.7,118.2,41.5,2606.4,16.3,388.7,1681.0,520.4,12.61124,92.83165
ROW21,Andaman & Nicobar Islands,1922,245.3,34.3,15.6,323.1,289.7,506.1,425.8,307.4,511.7,162.0,541.0,192.2,3554.1999999999994,279.6,628.4000000000002,1751.0000000000002,895.2,12.61124,92.83165
ROW22,Andaman & Nicobar Islands,1923,79.5,0.0,27.39550346806984,91.3,293.5,808.4,636.9,182.2,560.5,131.9,197.4,70.6,3079.5955034680696,79.5,412.19550346806983,2188.0,399.9,12.61124,92.83165
ROW23,Andaman & Nicobar Islands,1924,28.7,0.0,14.8,89.7,191.2,261.2,493.3,290.9,251.2,331.1,378.6,18.93485755326786,2349.6348575532675,28.7,295.7,1296.6,728.6348575532678,12.61124,92.83165
ROW24,Andaman & Nicobar Islands,1925,36.6,0.0,8.6,50.4,282.2,663.8,241.8,278.2,201.9,249.5,271.5,196.0,2480.5,36.6,341.2,1385.7,717.0,12.61124,92.83165
ROW25,Andaman & Nicobar Islands,1926,122.1,0.0,0.0,0.5,198.4,370.0,195.3,523.7,719.3,443.8,148.4,560.7,3282.200000000001,122.1,198.9,1808.3,1152.9,12.61124,92.83165
ROW26,Andaman & Nicobar Islands,1927,3.0,17.5,17.8,108.6,504.1,433.3,195.2,370.1,126.2,327.5,274.1,65.5,2442.9,20.5,630.5,1124.8,667.1,12.61124,92.83165
ROW27,Andaman & Nicobar Islands,1928,50.9,67.6,80.7,129.3,499.5,410.2,406.3,391.5,404.8,444.5,99.5,13.5,2998.3,118.5,709.5,1612.8,557.5,12.61124,92.83165
ROW28,Andaman & Nicobar Islands,1929,74.2,118.4,129.2,69.8,316.6,588.8,134.0,644.7,172.9,413.0,251.5,13.5,2926.6,192.6,515.6,1540.4,678.0,12.61124,92.83165
ROW29,Andaman & Nicobar Islands,1930,87.4,105.4,131.2,10.9,231.5,533.6,317.9,446.7,677.2,82.3,249.4,201.6,3075.1000000000013,192.8,373.6,1975.4,533.3,12.61124,92.83165
ROW30,Andaman & Nicobar Islands,1931,25.3,0.0,2.5,2.5,205.4,393.5,289.3,571.0,294.4,368.3,22.8,182.7,2357.7000000000007,25.3,210.4,1548.1999999999994,573.8,12.61124,92.83165
ROW31,Andaman & Nicobar Islands,1932,2.8,2.5,10.1,58.2,479.7,230.04770444763244,347.0637799043057,289.7621563471191,197.3118631906246,95.31471291866043,39.490684865900356,18.93485755326786,1771.2257592275105,5.3,548.0,1064.1855038896815,153.7402553378286,12.61124,92.83165
ROW32,Andaman & Nicobar Islands,1933,4.5,11.7,8.1,58.4,365.4,544.2,376.6,294.1,759.0,239.8,268.8,56.9,2987.5000000000005,16.2,431.9,1973.9,565.5,12.61124,92.83165
ROW33,Andaman & Nicobar Islands,1934,7.3,172.9,6.9,131.4,62.0,708.4,323.5,924.9,761.1,338.1,240.2,46.1,3722.8,180.2,200.3,2717.9,624.4,12.61124,92.83165
ROW34,Andaman & Nicobar Islands,1935,6.6,0.0,0.5,133.6,726.8,374.1,368.7,411.6,578.9,182.4,275.4,95.4,3154.0000000000005,6.6,860.9,1733.3000000000006,553.1999999999998,12.61124,92.83165
ROW35,Andaman & Nicobar Islands,1936,16.5,15.3,116.5,43.081711690174586,194.3,498.3,664.8,562.9,383.8,174.9,199.2,212.2,3081.781711690175,31.8,353.88171169017465,2109.8,586.3,12.61124,92.83165
ROW36,Andaman & Nicobar Islands,1937,21.6,10.7,0.0,112.0,330.5,732.8,449.5,332.0,349.5,383.3,251.7,617.5,3591.1,32.3,442.5,1863.8,1252.5,12.61124,92.83165
ROW37,Andaman & Nicobar Islands,1938,13.4,57.2,50.5,101.6,368.9,668.6,318.2,397.1,546.7,318.4,316.3,107.5,3264.4,70.60000000000002,521.0,1930.6,742.2,12.61124,92.83165
ROW38,Andaman & Nicobar Islands,1939,54.1,1.5,16.1,77.3,480.5,541.0,335.6,202.8,512.5,263.9,165.9,131.3,2782.5,55.6,573.9,1591.9,561.0999999999998,12.61124,92.83165
ROW39,Andaman & Nicobar Islands,1940,0.5,2.8,59.4,0.0,320.7,335.4,268.1,889.2,477.5,114.1,221.0,318.8,3007.5,3.3,380.1,1970.2,653.9000000000002,12.61124,92.83165
ROW40,Andaman & Nicobar Islands,1941,0.0,12.8,0.0,77.8,251.9,497.0,302.5,311.9,516.0,382.8,266.0,279.5,2898.200000000001,12.8,329.7,1627.4,928.3,12.61124,92.83165
ROW41,Andaman & Nicobar Islands,1942,39.2,7.4,27.39550346806984,43.081711690174586,85.6465105162525,230.04770444763244,347.0637799043057,289.7621563471191,197.3118631906246,95.31471291866043,39.490684865900356,18.93485755326786,1420.6494849020075,46.6,156.12372567449694,1064.1855038896815,153.7402553378286,12.61124,92.83165
ROW42,Andaman & Nicobar Islands,1946,84.4,3.6,21.1,135.2,309.1,535.9,189.0,367.4,478.3,276.9,146.9,243.8,2791.6000000000013,88.0,465.4,1570.6,667.5999999999998,12.61124,92.83165
ROW43,Andaman & Nicobar Islands,1947,25.1,111.1,63.2,127.7,206.3,965.6,490.0,293.7,197.3118631906246,376.0,67.5,168.6,3092.1118631906243,136.2,397.20000000000016,1946.6118631906245,612.1,12.61124,92.83165
ROW44,Andaman & Nicobar Islands,1949,0.0,56.4,0.0,166.5,405.8,658.4,743.3,404.0,627.5,339.6,81.1,7.0,3489.5999999999995,56.4,572.3,2433.2,427.70000000000016,12.61124,92.83165
ROW45,Andaman & Nicobar Islands,1950,0.8,0.0,0.0,95.5,264.2,369.9,366.7,347.3,494.5,224.6,89.3,169.4,2422.2000000000007,0.8,359.7,1578.4,483.3,12.61124,92.83165
ROW46,Andaman & Nicobar Islands,1951,82.7,7.2,0.0,45.4,259.0,619.9,665.3,101.3,360.9,489.0,209.6,434.8,3275.1,89.9,304.4,1747.3999999999994,1133.4,12.61124,92.83165
ROW47,Andaman & Nicobar Islands,1952,0.0,0.8,69.7,39.4,452.9,657.7,385.5,541.3,240.3,315.6,287.5,89.2,3079.9,0.8,562.0,1824.8,692.3000000000003,12.61124,92.83165
ROW48,Andaman & Nicobar Islands,1953,56.0,65.3,20.1,159.4,241.1,549.9,444.4,262.8,370.1,243.6,246.0,63.3,2722.0,121.3,420.6,1627.1999999999994,552.9,12.61124,92.83165
ROW49,Andaman & Nicobar Islands,1954,83.8,2.1,34.3,58.0,394.7,539.4,510.8,605.4,763.8,247.2,84.8,124.7,3449.0,85.89999999999998,487.0,2419.4,456.7,12.61124,92.83165
ROW50,Andaman & Nicobar Islands,1955,57.3,28.2,9.9,68.8,663.6,651.1,298.4,356.9,341.8,466.5,362.9,44.2,3349.6000000000013,85.5,742.3000000000003,1648.2,873.6,12.61124,92.83165
ROW51,Andaman & Nicobar Islands,1956,49.2,77.2,33.8,130.3,491.8,343.1,468.4,467.7,325.1,458.7,164.1,70.5,3079.9,126.4,655.9000000000002,1604.3000000000006,693.3,12.61124,92.83165
ROW52,Andaman & Nicobar Islands,1957,28.0,19.3,4.6,19.0,142.4,741.9,316.2,421.3,354.3,299.7,88.6,71.9,2507.2,47.3,166.0,1833.7,460.19999999999993,12.61124,92.83165
ROW53,Andaman & Nicobar Islands,1958,22.9,14.3,30.4,24.6,355.1,530.7,440.7,388.4,350.6,265.2,313.8,70.7,2807.4,37.2,410.1,1710.4,649.7,12.61124,92.83165
ROW54,Andaman & Nicobar Islands,1959,10.1,1.8,31.3,86.7,238.1,455.7,817.1,409.3,589.6,332.7,242.5,128.5,3343.4,11.9,356.1,2271.7,703.7,12.61124,92.83165
ROW55,Andaman & Nicobar Islands,1960,104.2,72.4,12.1,53.5,535.4,541.5,308.4,270.7,442.4,400.0,191.7,92.8,3025.1,176.60000000000005,601.0,1563.0,684.5,12.61124,92.83165
ROW56,Andaman & Nicobar Islands,1961,82.1,99.4,33.2,88.1,973.1,383.3,304.9,557.1,612.0,379.9,280.6,144.5,3938.2,181.5,1094.4,1857.3,805.0,12.61124,92.83165
ROW57,Andaman & Nicobar Islands,1962,152.4,14.9,17.3,46.4,310.4,367.7,409.1,420.6,474.5,259.8,101.7,384.9,2959.7,167.3,374.1,1671.9,746.4,12.61124,92.83165
ROW58,Andaman & Nicobar Islands,1963,79.9,26.8,7.4,69.5,259.9,434.7,303.3,601.2,614.3,295.5,109.3,179.9,2981.700000000001,106.7,336.7999999999999,1953.5,584.7,12.61124,92.83165
ROW59,Andaman & Nicobar Islands,1964,65.5,21.9,3.1,18.1,530.6,465.3,287.3,472.1,521.2,218.9,349.2,101.6,3054.8,87.4,551.8000000000002,1745.9,669.7,12.61124,92.83165
ROW60,Andaman & Nicobar Islands,1965,11.8,30.4,25.3,51.0,292.3,408.8,392.1,396.6,576.8,290.5,187.9,500.4,3163.9000000000005,42.2,368.6,1774.3,978.8,12.61124,92.83165
ROW61,Andaman & Nicobar Islands,1966,79.8,4.2,12.0,38.7,376.9,148.8,433.5,335.6,454.1,171.9,333.8,311.9,2701.2000000000007,84.0,427.6,1372.0,817.6,12.61124,92.83165
ROW62,Andaman & Nicobar Islands,1967,164.6,21.6,30.0,63.4,516.4,340.8,537.8,614.3,303.5,427.5,99.7,97.0,3216.5999999999995,186.2,609.8,1796.4,624.2,12.61124,92.83165
ROW63,Andaman & Nicobar Islands,1968,22.1,1.3,4.2,81.5,297.6,545.2,519.3,242.0,496.8,281.6,152.0,119.2,2762.8,23.4,383.3,1803.3,552.8000000000002,12.61124,92.83165
ROW64,Andaman & Nicobar Islands,1969,106.3,64.7,14.6,20.8,317.3,422.8,345.2,281.4,489.8,146.8,343.7,65.8,2619.2000000000007,171.0,352.7,1539.2,556.3,12.61124,92.83165
ROW65,Andaman & Nicobar Islands,1970,72.2,34.0,7.8,58.2,422.7,407.3,564.6,342.9,423.5,386.6,418.4,232.7,3370.9,106.2,488.7,1738.3000000000006,1037.7,12.61124,92.83165
ROW66,Andaman & Nicobar Islands,1971,41.5,32.8,37.7,35.3,398.0,394.6,421.1,327.9,470.2,505.3,178.4,155.9,2998.700000000001,74.3,471.0,1613.8,839.6,12.61124,92.83165
ROW67,Andaman & Nicobar Islands,1972,13.7,1.7,7.5,178.3,420.2,470.0,544.6,384.9,444.5,263.8,413.9,180.0,3323.1000000000013,15.4,606.0,1844.0,857.7,12.61124,92.83165
ROW68,Andaman & Nicobar Islands,1973,18.1,20.3,30.5,29.6,418.6,488.6,371.4,370.3,357.5,247.2,349.8,289.1,2990.9999999999995,38.40000000000001,478.70000000000016,1587.8,886.1,12.61124,92.83165
ROW69,Andaman & Nicobar Islands,1974,22.2,43.9,17.2,301.4,353.3,343.8,257.1,456.2,321.6,398.4,372.2,74.8,2962.1000000000013,66.1,671.9,1378.7000000000005,845.3999999999999,12.61124,92.83165
ROW70,Andaman & Nicobar Islands,1975,276.9,27.5,8.0,24.2,362.9,706.3,173.6,357.4,351.8,373.6,323.7,99.7,3085.5999999999995,304.4,395.1,1589.1,797.0,12.61124,92.83165
ROW71,Andaman & Nicobar Islands,1976,20.9,9.7,0.6,161.6,551.4,441.4,382.1,487.7,387.0,166.8,307.2,359.6,3275.9999999999995,30.6,713.5999999999997,1698.2,833.6,12.61124,92.83165
ROW72,Andaman & Nicobar Islands,1977,79.7,43.2,6.1,6.9,275.3,339.3,341.1,345.5,467.1,263.6,153.3,67.1,2388.2,122.9,288.3,1493.0,484.0,12.61124,92.83165
ROW73,Andaman & Nicobar Islands,1978,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6,2712.4,138.9,425.9,1775.9,371.70000000000016,12.61124,92.83165
ROW74,Andaman & Nicobar Islands,1979,35.5,9.4,3.9,64.8,146.3,282.8,455.9,173.6,330.2,163.5,169.8,13.6,1849.3,44.9,215.0,1242.5,346.90000000000015,12.61124,92.83165
ROW75,Andaman & Nicobar Islands,1980,5.5,0.8,9.2,38.8,728.4,604.2,575.7,494.4,271.9,252.0,143.7,500.7,3625.3,6.3,776.4,1946.2000000000005,896.4,12.61124,92.83165
ROW76,Andaman & Nicobar Islands,1981,11.1,27.8,1.7,94.1,270.8,600.6,344.1,510.7,452.6,242.1,348.4,170.7,3074.7,38.9,366.6,1908.0,761.2,12.61124,92.83165
ROW77,Andaman & Nicobar Islands,1982,8.8,2.8,6.6,97.5,229.2,448.7,410.5,347.6,369.0,164.5,238.8,60.5,2384.5,11.6,333.2999999999999,1575.8000000000006,463.8,12.61124,92.83165
ROW78,Andaman & Nicobar Islands,1983,22.1,0.0,3.1,9.1,240.8,424.3,468.9,493.8,505.5,275.8,261.0,88.1,2792.5000000000005,22.1,253.0,1892.5,624.9,12.61124,92.83165
ROW79,Andaman & Nicobar Islands,1984,69.4,173.8,26.3,156.6,162.3,424.9,446.4,125.8,283.6,347.1,158.9,445.2,2820.3,243.2,345.20000000000016,1280.6999999999996,951.2,12.61124,92.83165
ROW80,Andaman & Nicobar Islands,1985,12.0,19.2,24.1,55.0,278.1,588.4,230.9,375.2,362.5,358.9,232.1,94.4,2630.8,31.2,357.20000000000016,1557.0,685.4,12.61124,92.83165
ROW81,Andaman & Nicobar Islands,1986,14.8,0.6,1.5,8.2,302.6,312.2,308.5,444.0,408.9,176.1,163.5,47.0,2187.9,15.4,312.3,1473.6,386.6,12.61124,92.83165
ROW82,Andaman & Nicobar Islands,1987,72.4,35.2,20.4,17.7,162.9,343.7,45.3,666.5,378.9,373.4,313.4,334.1,2763.9,107.6,201.0,1434.4,1020.9,12.61124,92.83165
ROW83,Andaman & Nicobar Islands,1988,10.2,39.9,28.0,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583.0,69.9,3323.1000000000013,50.1,538.2,1810.5,924.3,12.61124,92.83165
ROW84,Andaman & Nicobar Islands,1989,56.0,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255.0,4.0,2533.7000000000007,68.8,490.0,1424.1,550.8,12.61124,92.83165
ROW85,Andaman & Nicobar Islands,1990,13.4,0.2,24.6,87.5,424.6,291.0,213.2,293.3,310.4,133.6,291.1,100.3,2183.2,13.6,536.7,1107.9,525.0,12.61124,92.83165
ROW86,Andaman & Nicobar Islands,1991,14.1,3.8,28.0,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5,2535.6,17.9,352.20000000000016,1689.3000000000006,476.20000000000016,12.61124,92.83165
ROW87,Andaman & Nicobar Islands,1992,75.9,10.9,0.0,5.1,241.7,392.0,348.2,372.3,323.7,257.3,64.3,7.2,2098.6,86.80000000000004,246.8,1436.2,328.8,12.61124,92.83165
ROW88,Andaman & Nicobar Islands,1993,14.9,0.0,129.9,43.7,181.4,257.1,391.7,226.7,437.0,299.3,189.0,66.7,2237.4,14.9,355.0,1312.5,555.0,12.61124,92.83165
ROW89,Andaman & Nicobar Islands,1994,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8,3263.1000000000013,42.7,687.2,2191.6,341.6,12.61124,92.83165
ROW90,Andaman & Nicobar Islands,1995,51.8,12.5,12.1,21.1,314.8,450.4,501.4,555.8,426.4,294.7,452.9,21.6,3115.4999999999995,64.3,348.0,1934.0,769.1999999999997,12.61124,92.83165
ROW91,Andaman & Nicobar Islands,1996,52.2,4.8,3.4,122.7,298.0,559.2,335.5,328.0,541.6,318.5,254.2,178.8,2996.9,57.0,424.1,1764.3000000000006,751.5,12.61124,92.83165
ROW92,Andaman & Nicobar Islands,1997,9.5,0.0,0.2,15.6,281.1,199.5,918.5,430.6,440.2,128.7,292.8,38.4,2755.1,9.5,296.9000000000001,1988.8,459.9,12.61124,92.83165
ROW93,Andaman & Nicobar Islands,1998,0.9,0.0,0.0,0.0,348.9,600.0,364.5,258.9,337.8,618.6,227.8,89.0,2846.4,0.9,348.9,1561.2,935.4,12.61124,92.83165
ROW94,Andaman & Nicobar Islands,1999,46.8,44.6,14.2,270.6,257.4,295.0,408.5,329.2,325.3,437.5,124.9,145.7,2699.7,91.4,542.2,1358.0,708.0999999999997,12.61124,92.83165
ROW95,Andaman & Nicobar Islands,2000,53.0,59.0,171.3,218.1,422.8,357.0,176.3,460.8,250.1,321.2,158.3,115.2,2763.1,112.0,812.2,1244.1999999999996,594.7,12.61124,92.83165
ROW96,Andaman & Nicobar Islands,2001,89.0,15.7,143.3,30.1,705.3,370.7,341.3,469.0,334.4,267.6,222.6,91.8,3080.8,104.7,878.6999999999997,1515.4,582.0,12.61124,92.83165
ROW97,Andaman & Nicobar Islands,2002,10.6,0.0,11.5,100.2,366.7,358.3,317.4,429.8,420.0,169.0,306.7,129.9,2620.1,10.6,478.4,1525.5,605.6,12.61124,92.83165
ROW98,Andaman & Nicobar Islands,2003,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0,2355.7000000000007,52.2,464.9,1406.1,432.5,12.61124,92.83165
ROW99,Andaman & Nicobar Islands,2004,54.5,35.9,36.5,41.6,505.1,423.9,378.9,308.7,280.7,223.9,169.9,0.4,2460.0000000000005,90.4,583.2,1392.2,394.2,12.61124,92.83165
ROW100,Andaman & Nicobar Islands,2005,0.0,0.0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.5,0.0,376.70000000000016,1700.3000000000006,877.5,12.61124,92.83165
ROW101,Andaman & Nicobar Islands,2006,16.3,14.4,48.9,163.7,321.4,366.0,182.7,219.6,546.5,374.7,76.1,74.4,2404.7,30.70000000000001,534.0,1314.8000000000004,525.1999999999998,12.61124,92.83165
ROW102,Andaman & Nicobar Islands,2007,4.9,1.6,5.0,54.6,370.0,378.3,463.2,465.3,486.4,209.4,223.9,85.6,2748.2000000000007,6.5,429.6,1793.1999999999994,518.9,12.61124,92.83165
ROW103,Andaman & Nicobar Islands,2008,9.9,67.7,115.8,216.1,545.5,457.8,511.2,482.1,332.0,243.7,321.1,72.0,3374.9,77.60000000000002,877.4,1783.1,636.8,12.61124,92.83165
ROW104,Andaman & Nicobar Islands,2009,24.5,6.3,44.2,136.5,313.1,633.5,297.3,351.5,344.7,272.8,66.2,48.0,2538.6,30.8,493.8,1627.0,387.0,12.61124,92.83165
ROW105,Andaman & Nicobar Islands,2010,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,109.7,332.2,1797.9,917.3,12.61124,92.83165
ROW106,Andaman & Nicobar Islands,2011,265.9,84.8,272.8,111.4,326.5,383.2,583.2,441.5,757.1,212.3,150.8,238.5,3828.0000000000014,350.7,710.7,2165.0,601.6,12.61124,92.83165
ROW107,Andaman & Nicobar Islands,2012,119.9,45.6,30.9,55.8,533.9,458.2,317.3,369.6,868.9,209.7,300.5,187.3,3497.6,165.5,620.5999999999998,2014.0,697.5,12.61124,92.83165
ROW108,Andaman & Nicobar Islands,2013,67.1,37.6,43.0,46.3,509.3,777.0,564.8,336.7,473.6,455.8,354.2,92.3,3757.7,104.7,598.6,2152.1,902.3,12.61124,92.83165
ROW109,Andaman & Nicobar Islands,2014,41.9,8.6,0.0,11.1,238.0,416.6,467.6,321.6,412.9,402.6,201.2,100.4,2622.5,50.5,249.1,1618.7000000000005,704.1999999999997,12.61124,92.83165
ROW110,Andaman & Nicobar Islands,2015,126.8,7.6,3.1,138.2,331.9,346.4,328.9,480.0,523.3,252.1,236.3,129.9,2904.5,134.4,473.19999999999993,1678.6,618.3,12.61124,92.83165
ROW111,Andaman & Nicobar Islands,2016,72.0,15.8,5.4,2.4,191.1,429.4,301.2,227.7,604.3,287.2,181.7,533.7,2851.9,87.8,198.9,1562.6,1002.6,12.61124,92.83165
ROW112,Andaman & Nicobar Islands,2017,228.7,5.6,33.0,108.3,275.8,349.1,389.4,414.7,372.8,263.0,205.9,243.7,2890.0,234.3,417.1,1526.0,712.5999999999997,12.61124,92.83165
ROW113,Arunachal Pradesh,1916,48.1,69.8,71.1,316.1,424.6,1124.9,347.0637799043057,629.7,333.9,95.31471291866043,39.490684865900356,18.93485755326786,3519.004035242135,117.9,811.8000000000003,2435.563779904305,153.7402553378286,28.093770000000006,94.59213
ROW114,Arunachal Pradesh,1917,21.4,164.5,27.39550346806984,269.6,107.9,823.8,909.1,628.4,411.5,199.3,63.5,0.0,3626.395503468071,185.9,404.8955034680698,2772.8,262.8,28.093770000000006,94.59213
ROW115,Arunachal Pradesh,1918,10.4,11.0,191.2,144.6,861.1,1609.9,1303.0,692.6,515.8,125.2,7.8,13.7,5486.3,21.4,1196.9,4121.3,146.7,28.093770000000006,94.59213
ROW116,Arunachal Pradesh,1919,34.5,67.8,28.5,256.9,420.6,973.6,999.0,286.7,628.7,948.3,40.7,8.6,4693.9000000000015,102.3,706.0,2888.0,997.6,28.093770000000006,94.59213
ROW117,Arunachal Pradesh,1920,14.0,196.3,605.6,364.7,173.6,840.6,535.4,896.5,376.7,103.3,0.0,0.0,4106.7,210.3,1143.9,2649.2,103.3,28.093770000000006,94.59213
ROW118,Arunachal Pradesh,1921,78.9,54.3,180.3,358.0,598.0,1233.2,1433.0,885.9,603.4,246.3,4.6,15.5,5691.4,133.2,1136.3,4155.5,266.4,28.093770000000006,94.59213
ROW119,Arunachal Pradesh,1922,50.7,59.4,170.4,299.5,350.5,1109.3,918.7,488.3,207.6,483.5,30.3,19.0,4187.2,110.1,820.4,2723.9,532.8,28.093770000000006,94.59213
ROW120,Arunachal Pradesh,1923,9.4,160.8,34.0,240.9,445.4,408.6,1278.5,251.3,617.3,50.1,8.4,2.8,3507.5,170.20000000000005,720.3,2555.7,61.3,28.093770000000006,94.59213
ROW121,Arunachal Pradesh,1924,85.7,45.1,74.1,162.4,515.7,1165.0,942.7,713.8,410.8,303.3,31.9,0.0,4450.5,130.8,752.2,3232.3,335.2,28.093770000000006,94.59213
ROW122,Arunachal Pradesh,1925,80.6,114.0,143.3,223.0,587.2,611.6,611.0,684.7,1222.0,153.2,5.1,4.1,4439.8,194.6,953.5,3129.3,162.39999999999995,28.093770000000006,94.59213
ROW123,Arunachal Pradesh,1926,38.1,40.8,179.1,249.7,248.1,675.2,978.7,445.6,286.9,311.5,18.6,49.3,3521.6,78.9,676.9,2386.4,379.4,28.093770000000006,94.59213
ROW124,Arunachal Pradesh,1927,48.3,208.5,88.1,384.0,164.0,1045.4,923.2,727.8,1108.9,537.2,17.8,0.0,5253.200000000002,256.8,636.1,3805.3,555.0,28.093770000000006,94.59213
ROW125,Arunachal Pradesh,1928,48.9,39.7,118.2,123.4,431.9,1168.3,993.6,981.2,706.1,633.5,25.6,2.3,5272.700000000002,88.6,673.5,3849.2,661.4,28.093770000000006,94.59213
ROW126,Arunachal Pradesh,1929,144.8,59.2,124.3,492.3,615.8,853.0,614.4,670.0,384.3,188.0,64.5,109.5,4320.1,204.0,1232.4,2521.7000000000007,362.0,28.093770000000006,94.59213
ROW127,Arunachal Pradesh,1930,64.4,84.3,202.5,565.4,148.9,720.9,376.2,1055.5,637.0,361.1,93.2,24.9,4334.299999999998,148.7,916.8,2789.6,479.2,28.093770000000006,94.59213
ROW128,Arunachal Pradesh,1931,61.3,189.7,231.6,502.7,277.7,1149.4,1399.9,337.7,480.7,157.4,37.8,46.2,4872.0999999999985,251.0,1012.0,3367.7,241.4,28.093770000000006,94.59213
